Record Length,2.500000e+03,,  -0.000001250000,  -1.88000,
Sample Interval,1.000000e-09,,  -0.000001249000,  -1.88000,
Trigger Point,1.250000000000e+03,,  -0.000001248000,  -1.88000,
,,,  -0.000001247000,  -1.88000,
,,,  -0.000001246000,  -1.84000,
,,,  -0.000001245000,  -1.84000,
Source,CH2,,  -0.000001244000,  -1.84000,
Vertical Units,V,,  -0.000001243000,  -1.84000,
Vertical Scale,1.000000e+00,,  -0.000001242000,  -1.84000,
Vertical Offset,0.000000e+00,,  -0.000001241000,  -1.84000,
Horizontal Units,s,,  -0.000001240000,  -1.84000,
Horizontal Scale,2.500000e-07,,  -0.000001239000,  -1.84000,
Pt Fmt,Y,,  -0.000001238000,  -1.84000,
Yzero,0.000000e+00,,  -0.000001237000,  -1.84000,
Probe Atten,1.000000e+00,,  -0.000001236000,  -1.80000,
Model Number,TBS1062,,  -0.000001235000,  -1.80000,
Serial Number,C011224,,  -0.000001234000,  -1.80000,
Firmware Version,FV:v26.01,,  -0.000001233000,  -1.80000,
,,,-00.000001232000,  -1.80000,
,,,-00.000001231000,  -1.80000,
,,,-00.000001230000,  -1.80000,
,,,-00.000001229000,  -1.80000,
,,,-00.000001228000,  -1.80000,
,,,-00.000001227000,  -1.76000,
,,,-00.000001226000,  -1.76000,
,,,-00.000001225000,  -1.76000,
,,,-00.000001224000,  -1.76000,
,,,-00.000001223000,  -1.76000,
,,,-00.000001222000,  -1.76000,
,,,-00.000001221000,  -1.76000,
,,,-00.000001220000,  -1.76000,
,,,-00.000001219000,  -1.72000,
,,,-00.000001218000,  -1.72000,
,,,-00.000001217000,  -1.72000,
,,,-00.000001216000,  -1.72000,
,,,-00.000001215000,  -1.72000,
,,,-00.000001214000,  -1.72000,
,,,-00.000001213000,  -1.72000,
,,,-00.000001212000,  -1.68000,
,,,-00.000001211000,  -1.68000,
,,,-00.000001210000,  -1.68000,
,,,-00.000001209000,  -1.68000,
,,,-00.000001208000,  -1.68000,
,,,-00.000001207000,  -1.68000,
,,,-00.000001206000,  -1.68000,
,,,-00.000001205000,  -1.64000,
,,,-00.000001204000,  -1.64000,
,,,-00.000001203000,  -1.64000,
,,,-00.000001202000,  -1.64000,
,,,-00.000001201000,  -1.64000,
,,,-00.000001200000,  -1.64000,
,,,-00.000001199000,  -1.60000,
,,,-00.000001198000,  -1.60000,
,,,-00.000001197000,  -1.60000,
,,,-00.000001196000,  -1.60000,
,,,-00.000001195000,  -1.60000,
,,,-00.000001194000,  -1.60000,
,,,-00.000001193000,  -1.56000,
,,,-00.000001192000,  -1.56000,
,,,-00.000001191000,  -1.56000,
,,,-00.000001190000,  -1.56000,
,,,-00.000001189000,  -1.56000,
,,,-00.000001188000,  -1.56000,
,,,-00.000001187000,  -1.52000,
,,,-00.000001186000,  -1.52000,
,,,-00.000001185000,  -1.52000,
,,,-00.000001184000,  -1.52000,
,,,-00.000001183000,  -1.52000,
,,,-00.000001182000,  -1.48000,
,,,-00.000001181000,  -1.48000,
,,,-00.000001180000,  -1.48000,
,,,-00.000001179000,  -1.48000,
,,,-00.000001178000,  -1.48000,
,,,-00.000001177000,  -1.44000,
,,,-00.000001176000,  -1.44000,
,,,-00.000001175000,  -1.44000,
,,,-00.000001174000,  -1.44000,
,,,-00.000001173000,  -1.44000,
,,,-00.000001172000,  -1.44000,
,,,-00.000001171000,  -1.40000,
,,,-00.000001170000,  -1.40000,
,,,-00.000001169000,  -1.40000,
,,,-00.000001168000,  -1.36000,
,,,-00.000001167000,  -1.36000,
,,,-00.000001166000,  -1.36000,
,,,-00.000001165000,  -1.36000,
,,,-00.000001164000,  -1.36000,
,,,-00.000001163000,  -1.36000,
,,,-00.000001162000,  -1.32000,
,,,-00.000001161000,  -1.32000,
,,,-00.000001160000,  -1.32000,
,,,-00.000001159000,  -1.28000,
,,,-00.000001158000,  -1.28000,
,,,-00.000001157000,  -1.28000,
,,,-00.000001156000,  -1.28000,
,,,-00.000001155000,  -1.28000,
,,,-00.000001154000,  -1.24000,
,,,-00.000001153000,  -1.24000,
,,,-00.000001152000,  -1.24000,
,,,-00.000001151000,  -1.24000,
,,,-00.000001150000,  -1.24000,
,,,-00.000001149000,  -1.20000,
,,,-00.000001148000,  -1.20000,
,,,-00.000001147000,  -1.20000,
,,,-00.000001146000,  -1.20000,
,,,-00.000001145000,  -1.16000,
,,,-00.000001144000,  -1.16000,
,,,-00.000001143000,  -1.16000,
,,,-00.000001142000,  -1.16000,
,,,-00.000001141000,  -1.12000,
,,,-00.000001140000,  -1.12000,
,,,-00.000001139000,  -1.12000,
,,,-00.000001138000,  -1.08000,
,,,-00.000001137000,  -1.08000,
,,,-00.000001136000,  -1.08000,
,,,-00.000001135000,  -1.08000,
,,,-00.000001134000,  -1.04000,
,,,-00.000001133000,  -1.04000,
,,,-00.000001132000,  -1.04000,
,,,-00.000001131000,  -1.04000,
,,,-00.000001130000,  -1.00000,
,,,-00.000001129000,  -1.00000,
,,,-00.000001128000,  -1.00000,
,,,-00.000001127000,  -1.00000,
,,,-00.000001126000,  -0.96000,
,,,-00.000001125000,  -0.96000,
,,,-00.000001124000,  -0.96000,
,,,-00.000001123000,  -0.96000,
,,,-00.000001122000,  -0.92000,
,,,-00.000001121000,  -0.92000,
,,,-00.000001120000,  -0.92000,
,,,-00.000001119000,  -0.92000,
,,,-00.000001118000,  -0.88000,
,,,-00.000001117000,  -0.88000,
,,,-00.000001116000,  -0.88000,
,,,-00.000001115000,  -0.88000,
,,,-00.000001114000,  -0.84000,
,,,-00.000001113000,  -0.84000,
,,,-00.000001112000,  -0.84000,
,,,-00.000001111000,  -0.80000,
,,,-00.000001110000,  -0.80000,
,,,-00.000001109000,  -0.80000,
,,,-00.000001108000,  -0.80000,
,,,-00.000001107000,  -0.76000,
,,,-00.000001106000,  -0.76000,
,,,-00.000001105000,  -0.76000,
,,,-00.000001104000,  -0.72000,
,,,-00.000001103000,  -0.72000,
,,,-00.000001102000,  -0.72000,
,,,-00.000001101000,  -0.72000,
,,,-00.000001100000,  -0.68000,
,,,-00.000001099000,  -0.68000,
,,,-00.000001098000,  -0.68000,
,,,-00.000001097000,  -0.68000,
,,,-00.000001096000,  -0.64000,
,,,-00.000001095000,  -0.64000,
,,,-00.000001094000,  -0.64000,
,,,-00.000001093000,  -0.60000,
,,,-00.000001092000,  -0.60000,
,,,-00.000001091000,  -0.60000,
,,,-00.000001090000,  -0.60000,
,,,-00.000001089000,  -0.56000,
,,,-00.000001088000,  -0.56000,
,,,-00.000001087000,  -0.56000,
,,,-00.000001086000,  -0.52000,
,,,-00.000001085000,  -0.52000,
,,,-00.000001084000,  -0.52000,
,,,-00.000001083000,  -0.48000,
,,,-00.000001082000,  -0.48000,
,,,-00.000001081000,  -0.48000,
,,,-00.000001080000,  -0.48000,
,,,-00.000001079000,  -0.44000,
,,,-00.000001078000,  -0.44000,
,,,-00.000001077000,  -0.44000,
,,,-00.000001076000,  -0.40000,
,,,-00.000001075000,  -0.40000,
,,,-00.000001074000,  -0.40000,
,,,-00.000001073000,  -0.40000,
,,,-00.000001072000,  -0.36000,
,,,-00.000001071000,  -0.36000,
,,,-00.000001070000,  -0.36000,
,,,-00.000001069000,  -0.32000,
,,,-00.000001068000,  -0.32000,
,,,-00.000001067000,  -0.32000,
,,,-00.000001066000,  -0.28000,
,,,-00.000001065000,  -0.28000,
,,,-00.000001064000,  -0.28000,
,,,-00.000001063000,  -0.28000,
,,,-00.000001062000,  -0.24000,
,,,-00.000001061000,  -0.24000,
,,,-00.000001060000,  -0.24000,
,,,-00.000001059000,  -0.20000,
,,,-00.000001058000,  -0.20000,
,,,-00.000001057000,  -0.20000,
,,,-00.000001056000,  -0.16000,
,,,-00.000001055000,  -0.16000,
,,,-00.000001054000,  -0.16000,
,,,-00.000001053000,  -0.12000,
,,,-00.000001052000,  -0.12000,
,,,-00.000001051000,  -0.12000,
,,,-00.000001050000,  -0.12000,
,,,-00.000001049000,  -0.08000,
,,,-00.000001048000,  -0.08000,
,,,-00.000001047000,  -0.08000,
,,,-00.000001046000,  -0.04000,
,,,-00.000001045000,  -0.04000,
,,,-00.000001044000,  -0.04000,
,,,-00.000001043000,   0.00000,
,,,-00.000001042000,   0.00000,
,,,-00.000001041000,   0.00000,
,,,-00.000001040000,   0.04000,
,,,-00.000001039000,   0.04000,
,,,-00.000001038000,   0.04000,
,,,-00.000001037000,   0.04000,
,,,-00.000001036000,   0.08000,
,,,-00.000001035000,   0.08000,
,,,-00.000001034000,   0.08000,
,,,-00.000001033000,   0.12000,
,,,-00.000001032000,   0.12000,
,,,-00.000001031000,   0.12000,
,,,-00.000001030000,   0.16000,
,,,-00.000001029000,   0.16000,
,,,-00.000001028000,   0.16000,
